epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,753.809,0.65436,0.65865,1.20312,0.92625,0.95135,0.97641,0.89211,0.4876,0.60143,1.09081,0.000191938,0.000191938,0.000191938
173,758.05,0.66818,0.67375,1.23242,0.91138,0.92483,0.97297,0.90371,0.49798,0.62339,1.09498,0.00018575,0.00018575,0.00018575
174,762.305,0.63078,0.68149,1.21201,0.93008,0.86658,0.96318,0.90334,0.48096,0.68781,1.1084,0.000179563,0.000179563,0.000179563
175,766.544,0.63947,0.66734,1.24605,0.91908,0.86518,0.95307,0.89823,0.46685,0.73432,1.10029,0.000173375,0.000173375,0.000173375
176,770.763,0.61308,0.63954,1.19846,0.92389,0.80105,0.94071,0.86963,0.49422,0.78542,1.10058,0.000167188,0.000167188,0.000167188
177,775.01,0.61295,0.61448,1.16097,0.92117,0.78366,0.94298,0.8761,0.48134,0.80459,1.09762,0.000161,0.000161,0.000161
178,779.248,0.62932,0.62239,1.20369,0.90774,0.89013,0.96371,0.90416,0.45549,0.73841,1.08767,0.000154812,0.000154812,0.000154812
179,783.474,0.60346,0.58711,1.16573,0.96343,0.89856,0.97335,0.9116,0.44937,0.65063,1.08628,0.000148625,0.000148625,0.000148625
180,787.741,0.61212,0.63448,1.17075,0.96479,0.92474,0.97959,0.91443,0.45797,0.57859,1.08836,0.000142437,0.000142437,0.000142437
181,791.988,0.62105,0.59346,1.17831,0.9764,0.92722,0.9802,0.91389,0.47176,0.56372,1.09411,0.00013625,0.00013625,0.00013625
182,796.21,0.66305,0.66688,1.22442,0.98333,0.92751,0.98046,0.91933,0.44971,0.55242,1.08609,0.000130062,0.000130062,0.000130062
183,800.448,0.61329,0.62677,1.19866,0.97618,0.92683,0.98047,0.92794,0.44207,0.5567,1.07943,0.000123875,0.000123875,0.000123875
184,804.669,0.63087,0.64465,1.2053,0.97779,0.91827,0.97826,0.89457,0.47678,0.57362,1.08773,0.000117687,0.000117687,0.000117687
185,808.873,0.59526,0.60379,1.15519,0.95738,0.93032,0.97733,0.89847,0.45721,0.57937,1.07979,0.0001115,0.0001115,0.0001115
186,813.056,0.59669,0.6252,1.18884,0.95869,0.90952,0.97642,0.91986,0.43246,0.58955,1.07187,0.000105312,0.000105312,0.000105312
187,817.253,0.62148,0.61472,1.17697,0.95095,0.91613,0.97614,0.92047,0.43443,0.58522,1.07272,9.9125e-05,9.9125e-05,9.9125e-05
188,821.476,0.6341,0.67329,1.2148,0.9537,0.91435,0.97677,0.92603,0.44583,0.57683,1.07218,9.29375e-05,9.29375e-05,9.29375e-05
189,825.704,0.60814,0.59431,1.18682,0.96366,0.93039,0.97633,0.90568,0.46674,0.56883,1.07375,8.675e-05,8.675e-05,8.675e-05
190,829.947,0.62104,0.60421,1.20296,0.96226,0.93697,0.97659,0.89165,0.4892,0.55633,1.08101,8.05625e-05,8.05625e-05,8.05625e-05
191,929.687,0.4437,0.55815,1.05647,0.97021,0.93825,0.97801,0.90297,0.46042,0.53696,1.07137,7.4375e-05,7.4375e-05,7.4375e-05
192,936.517,0.4467,0.56523,1.05635,0.98358,0.91801,0.97804,0.91291,0.44909,0.55228,1.07135,6.81875e-05,6.81875e-05,6.81875e-05
193,940.754,0.45312,0.54418,1.05183,0.97548,0.90519,0.97808,0.92037,0.46094,0.5845,1.08193,6.2e-05,6.2e-05,6.2e-05
194,945.022,0.41381,0.50154,1.04403,0.89516,0.94203,0.97185,0.91873,0.46291,0.6129,1.08019,5.58125e-05,5.58125e-05,5.58125e-05
195,949.265,0.42756,0.49489,1.02245,0.88932,0.95248,0.97172,0.91296,0.46625,0.62787,1.07857,4.9625e-05,4.9625e-05,4.9625e-05
196,953.498,0.42725,0.49305,1.04321,0.91567,0.92802,0.97184,0.91568,0.47122,0.62896,1.07867,4.34375e-05,4.34375e-05,4.34375e-05
197,957.7,0.44199,0.49805,1.0491,0.91367,0.92644,0.97206,0.91254,0.46819,0.62198,1.07609,3.725e-05,3.725e-05,3.725e-05
198,961.943,0.41497,0.49566,1.03959,0.90865,0.92251,0.9724,0.91479,0.45816,0.6117,1.06833,3.10625e-05,3.10625e-05,3.10625e-05
199,966.155,0.43343,0.46753,1.0258,0.91116,0.92399,0.9728,0.92615,0.45191,0.60129,1.06419,2.4875e-05,2.4875e-05,2.4875e-05
200,970.393,0.42136,0.46986,1.04544,0.90783,0.92717,0.97253,0.92489,0.44771,0.59659,1.06199,1.86875e-05,1.86875e-05,1.86875e-05
