epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1052.23,0.56429,0.52842,1.15863,0.95423,0.9338,0.98664,0.93741,0.43441,0.49751,0.97342,0.000117687,0.000117687,0.000117687
185,1058.29,0.54547,0.52505,1.16903,0.96518,0.94433,0.98739,0.93906,0.43774,0.47617,0.99061,0.0001115,0.0001115,0.0001115
186,1063.99,0.53931,0.5344,1.1621,0.959,0.9516,0.98847,0.93985,0.43754,0.48071,0.98747,0.000105312,0.000105312,0.000105312
187,1069.77,0.55558,0.55705,1.1639,0.955,0.95366,0.98857,0.9527,0.43163,0.48329,0.97805,9.9125e-05,9.9125e-05,9.9125e-05
188,1075.49,0.54404,0.5553,1.15631,0.96715,0.92961,0.98895,0.94739,0.41567,0.47985,0.96398,9.29375e-05,9.29375e-05,9.29375e-05
189,1081.1,0.52354,0.51206,1.1402,0.9579,0.92587,0.98833,0.94611,0.41023,0.4998,0.95815,8.675e-05,8.675e-05,8.675e-05
190,1086.94,0.55754,0.54724,1.16732,0.95025,0.92291,0.98553,0.94535,0.40438,0.51673,0.95448,8.05625e-05,8.05625e-05,8.05625e-05
191,1175.52,0.40532,0.49235,1.02558,0.94956,0.92669,0.98687,0.94475,0.39672,0.48009,0.95552,7.4375e-05,7.4375e-05,7.4375e-05
192,1181.44,0.3792,0.43849,1.00553,0.95471,0.92671,0.98637,0.93622,0.39151,0.47836,0.95922,6.81875e-05,6.81875e-05,6.81875e-05
193,1187.33,0.37354,0.42303,1.00433,0.95467,0.93199,0.98623,0.93612,0.39353,0.47326,0.95959,6.2e-05,6.2e-05,6.2e-05
194,1193.15,0.39711,0.43479,1.00493,0.95687,0.93186,0.98659,0.93034,0.39902,0.47938,0.95953,5.58125e-05,5.58125e-05,5.58125e-05
195,1199.03,0.37711,0.42044,0.9865,0.95146,0.94351,0.98694,0.94647,0.39511,0.47721,0.95391,4.9625e-05,4.9625e-05,4.9625e-05
196,1204.88,0.37757,0.41484,0.98652,0.96461,0.92825,0.98687,0.94581,0.40024,0.47329,0.95045,4.34375e-05,4.34375e-05,4.34375e-05
197,1210.91,0.36594,0.41556,0.97726,0.9641,0.9289,0.98678,0.9452,0.40614,0.46745,0.95007,3.725e-05,3.725e-05,3.725e-05
198,1216.61,0.36548,0.40543,0.99037,0.96648,0.92704,0.98752,0.94898,0.41309,0.46075,0.95103,3.10625e-05,3.10625e-05,3.10625e-05
199,1222.11,0.37224,0.40563,0.99843,0.96599,0.92681,0.98766,0.9501,0.41623,0.45826,0.95055,2.4875e-05,2.4875e-05,2.4875e-05
200,1227.68,0.37226,0.40692,0.97967,0.96604,0.92546,0.98754,0.95051,0.41748,0.45861,0.95129,1.86875e-05,1.86875e-05,1.86875e-05
